CName,CCode,IName,ICode,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Sri Lanka,LKA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.06528,NA,NA,NA,NA,97.02708,NA,97.3325,NA,97.68654,NA,NA
Sweden,SWE,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,ZMB,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,72.61559,NA,NA,77.72512,NA,NA,NA,NA,70.30841,NA,NA,NA,NA,NA
Bangladesh,BGD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,25.83898,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.82335,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4105,NA
Brazil,BRA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.50005,NA,NA,NA,88.80613,NA,89.85559,90.228,90.21956,90.41122,90.68169,NA,NA
China,CHN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.5266,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.71124,NA,NA
Ethiopia,ETH,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,18.51498,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,17.9772,NA,28.92164,NA,NA,NA,NA,NA
France,FRA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,DEU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,33.72953,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8421,NA,NA,NA,NA,50.82376,NA,NA,NA,NA,NA,NA
Indonesia,IDN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.79959,NA,88.78699,NA,89.10139,89.67712,NA,90.0687,NA
"Iran, Islamic Rep.",IRN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,56.15642,NA,NA,NA,NA,66.06776,NA,NA,NA,NA,NA,70.4,NA,NA,76.80264,77.24002,NA,80.65532,NA,NA,NA,NA
Israel,ISR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,JPN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,43.7292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.32206,NA,NA,NA,NA,41.38676,NA,NA,NA,NA
Pakistan,PAK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,29.04384,NA,NA,NA,NA,NA,NA,35.36752,39.61324,NA,40.08118,40.31462,NA,NA,NA
Saudi Arabia,SAU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,57.27784,NA,NA,NA,NA,NA,NA,NA,69.29119,NA,NA,NA,76.33515,NA,NA,NA,NA,NA,NA,82.23673,NA
Somalia,SOM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.13577,NA,NA,NA,NA,89.09135,NA,89.07347,NA,89.95868,NA,NA
Sweden,SWE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,ZMB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,NA,NA,NA,NA,NA,NA,NA,NA,59.80285,NA,NA,61.83928,NA,NA,NA,NA,51.78697,NA,NA,NA,NA,NA
Bangladesh,BGD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,44.31428,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.89609,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.99212,NA
Brazil,BRA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.22798,NA,NA,NA,88.40946,NA,89.35324,89.77214,89.83788,90.17484,90.05618,NA,NA
China,CHN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.13525,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.47946,NA,NA
Ethiopia,ETH,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,35.98254,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,41.93662,NA,49.13466,NA,NA,NA,NA,NA
France,FRA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,DEU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,61.64192,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.41186,NA,NA,NA,NA,75.1919,NA,NA,NA,NA,NA,NA
Indonesia,IDN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.03508,NA,95.15855,NA,95.38319,95.647,NA,95.59109,NA
"Iran, Islamic Rep.",IRN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,74.27448,NA,NA,NA,NA,79.87161,NA,NA,NA,NA,NA,83.5,NA,NA,88.01031,87.27219,NA,89.27848,NA,NA,NA,NA
Israel,ISR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japan,JPN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,67.65375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.76743,NA,NA,NA,NA,61.25406,NA,NA,NA,NA
Pakistan,PAK,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,55.29661,NA,NA,NA,NA,NA,NA,64.06048,67.65184,NA,68.8661,68.62762,NA,NA,NA
Saudi Arabia,SAU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,79.96853,NA,NA,NA,NA,NA,NA,NA,87.06078,NA,NA,NA,87.53204,NA,NA,NA,NA,NA,NA,90.84806,NA
Somalia,SOM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2702,NA,NA,NA,NA,92.71365,NA,92.24393,NA,92.57847,NA,NA
Sweden,SWE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,GBR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,ZMB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,NA,NA,NA,NA,NA,NA,NA,NA,76.25402,NA,NA,80.91286,NA,NA,NA,NA,71.94743,NA,NA,NA,NA,NA
Bangladesh,BGD,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99299,10.49475,9.9115,8.93894,NA,NA,NA
Brazil,BRA,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,5.9579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.17028,NA,NA
France,FRA,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,17.92429,18.00114,18.00927,18.28358,18.22194,18.47791,18.03428,17.69638,18.34867,18.06363,18.47285,18.70497,NA,NA
Germany,DEU,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,16.98261,NA,NA,NA,NA,NA,NA,NA,16.13985,15.65931,15.63763,17.8119,18.26395,NA,NA
India,IND,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,11.83843,14.40171,13.3116,NA,10.98533,NA,NA,NA,NA,NA,7.27265,7.19477,6.87206,NA
Indonesia,IDN,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.41725,11.3014,13.42389,10.55644,8.78527,NA
"Iran, Islamic Rep.",IRN,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39779,11.38172,11.24053,11.66812,11.8403,16.77745,19.18059,16.72842,14.42713,13.73117,14.45335,12.38312
Israel,ISR,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,22.35209,21.34617,23.22546,24.05844,23.23188,22.3719,22.05931,21.788,21.1589,21.33333,21.25525,21.73451,NA,NA
Japan,JPN,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,19.82586,20.77742,21.32425,21.57271,22.13843,22.58453,22.33826,21.97623,21.84682,21.72886,21.58813,NA,23.71945,23.36789,NA
Nigeria,NGA,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.17398,NA,NA,NA,NA,NA
Somalia,SOM,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34843,5.90962,5.80917,4.77714
Sweden,SWE,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,23.4501,22.32607,22.8583,21.8211,23.40677,22.97946,24.82658,24.77737,24.3393,24.98609,26.21642,28.34755,27.61101,NA,NA
United Kingdom,GBR,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,14.01927,13.68802,13.98662,14.63979,15.77447,17.81338,17.27976,18.37528,21.40134,22.62346,22.90584,23.87093,26.19409,NA,NA
United States,USA,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,16.54012,17.02604,18.33703,19.89968,20.2907,20.38452,20.79659,19.63958,20.94056,21.18372,21.76761,21.78855,22.10087,NA,NA
Zambia,ZMB,"Expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8916,NA,NA,NA,8.93103,5.36648,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,11.77023,10.83255,NA,12.39432,13.41698,14.64826,NA,14.88731,14.45264,13.81216,12.18443,14.75909,13.93423,NA
Brazil,BRA,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,CHN,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,11.54033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3886,NA,NA
France,FRA,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,29.54537,29.178,29.11602,29.3375,30.68565,30.15365,27.97724,27.95333,27.3837,27.87327,29.47343,29.24319,NA,NA
Germany,DEU,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,20.70345,NA,NA,NA,NA,NA,NA,NA,20.98846,21.82719,21.82719,24.72287,24.69563,NA,NA
India,IND,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,24.63942,24.58912,23.21726,NA,19.65584,17.73541,16.68555,16.17595,NA,NA,13.025,13.56898,12.57991,NA
Indonesia,IDN,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43199,9.37499,10.93441,8.77396,7.66586,NA
"Iran, Islamic Rep.",IRN,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.17875,12.07382,12.11421,12.69228,12.50708,18.88453,22.55661,20.52577,20.28263,20.9662,16.3686,16.30199
Israel,ISR,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,19.79663,18.85003,19.74193,20.18351,19.58019,19.10113,18.2426,18.26431,17.06316,18.29826,16.94223,15.4364,NA,NA
Japan,JPN,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,19.84639,20.5739,20.85414,20.94582,21.62423,22.23832,22.27578,22.15156,22.27657,22.41396,22.38956,NA,24.32048,25.27951,NA
Nigeria,NGA,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11314,NA,NA,NA,NA,NA
Somalia,SOM,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55944,8.32357,6.8665
Sweden,SWE,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,28.32867,26.06589,25.69634,25.50879,25.62788,25.64148,33.35994,32.3079,31.51099,30.63463,30.86594,33.03442,31.87407,NA,NA
United Kingdom,GBR,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,25.43385,23.43701,24.03777,24.21502,25.87106,27.33805,25.90377,25.35543,26.54465,27.67025,28.44527,30.52264,33.58108,NA,NA
United States,USA,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,21.5344,21.43742,21.84634,22.97779,23.42085,24.50079,23.34494,21.90915,23.22086,23.27831,23.93708,24.46768,24.34197,NA,NA
Zambia,ZMB,"Expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,47.63496,43.13664,37.45454,40.66708,33.86734,43.97382,NA,43.12406,37.05875,35.87928,28.20657,NA,20.02846,NA
Brazil,BRA,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,80.27205,57.24758,55.59969,47.48472,44.6349,NA,32.63836,35.01356,NA,29.62733,27.67079,28.4392,28.44258,NA,NA
China,CHN,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,59.29631,89.99745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.63844,NA,NA
France,FRA,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,30.73798,30.29464,29.80878,30.12721,35.12417,35.27487,34.57118,34.7072,36.17404,37.10718,39.96292,38.43987,NA,NA
Germany,DEU,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,IND,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.01622,NA,NA,67.99827,60.84542,57.78964,54.97967,NA,NA,74.31089,68.7199,51.39369,NA
Indonesia,IDN,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5639,16.88501,20.95878,23.13342,23.82656,NA
"Iran, Islamic Rep.",IRN,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.84448,38.83154,32.52129,26.73362,23.65626,30.473,28.07409,20.94559,21.26651,17.64525,19.94797,17.57274
Israel,ISR,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,32.579,30.92813,29.1601,28.78272,25.39981,27.85122,23.68436,22.62485,22.86067,22.72362,21.32368,22.12553,19.96682,NA,NA
Japan,JPN,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,13.12453,14.89975,17.44767,17.18092,17.10428,19.56811,20.44783,19.01564,18.98276,20.16099,21.05314,NA,25.25403,24.15897,NA
Nigeria,NGA,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,PAK,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,91.73734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,LKA,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.36929,31.8278,24.17303
Sweden,SWE,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,61.87212,51.71199,49.814,49.1405,48.60928,44.99629,42.22413,40.08292,38.85551,38.29457,41.3449,44.88626,41.77461,NA,NA
United Kingdom,GBR,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,31.32243,25.23077,22.71709,22.4509,27.89229,27.10445,26.53056,31.36134,28.253,23.9509,21.84341,20.15587,25.45356,NA,NA
United States,USA,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,26.26,25.75652,NA,29.77375,24.35062,25.28488,22.23357,22.17958,23.95611,20.88617,20.42171,18.88939,20.88128,NA,NA
Zambia,ZMB,"Expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.02353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,BGD,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,72.06287918,NA,NA,NA,NA,75.97256548,NA,NA,NA,NA,79.76294704,NA,NA,NA,NA,83.42061472,NA,84.84173347
Brazil,BRA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,91.09627514,NA,NA,NA,NA,93.46587563,NA,NA,NA,NA,95.25043515,NA,NA,NA,NA,96.91155367,NA,97.5449507
China,CHN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,73.69860461,NA,NA,NA,NA,80.14671011,NA,NA,NA,NA,86.27590095,NA,NA,NA,NA,91.50757009,NA,91.86641451
Ethiopia,ETH,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,19.47414519,NA,NA,NA,NA,28.96763271,NA,NA,NA,NA,38.38958919,NA,NA,NA,NA,47.75858033,NA,51.5098223
France,FRA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
Germany,DEU,Improved water source (% of population with access),SH.H2O.SAFE.ZS,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,NA,NA,100,NA,100
